招标单位,招标单位行业分类,项目名称,项目编号,截止日期,采购内容,源网址,与公司业务匹配度,匹配产品,业务匹配说明,匹配一致性问题
中晨博瑞（广西）工程咨询有限公司,其他,天等县2026年城西小学人工智能教育试点项目,CZZC2026-J1-250122-ZCBR,2026-08-03 09:30:00,采购标的：AI备课系统、课堂智能反馈系统、学生观察摄像机、智慧黑板、设计装修、人工智能系列课程及配套硬件、人工智能算力终端；主要用途：用于天等县城西小学开展人工智能教育试点；核心需求：AI备课系统1套、课堂智能反馈系统1套、学生观察摄像机3台、智慧黑板1套、设计及装修1项、人工智能系列课程及配套硬件、人工智能算力终端,https://www.ggzy.gov.cn/information/deal/html/b/450000/0201/20260728/0045ae0e1cd73fea46469769bb241fea566b.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数15，未达到65分明确匹配阈值,前往官网确认
深圳信息职业技术大学,教育,创新型AI数智人才培养基地-实训室基础设施与环境提升项目二期(货物） 品目 其他计算机,SZDL2026001166,2026-08-03 09:00:00,采购标的：实训室基础设施与环境提升所需货物（其他计算机等）；主要用途：用于建设AI数智人才培养基地的实训环境,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260723_26995516.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
云南财经大学,教育,云南财经大学AI数智教学空间重构升级改造项目一2668 品目,YNZC2026-G1-04300-YNSZ-0236,2026-07-31 23:59:59,采购标的：小组互动屏、交互智能平板、激光投影机、教学计算机等教学设备；主要用途：用于云南财经大学AI数智教学空间的重构升级改造，提升教学数字化智能化水平；核心需求：合同签订后40天内完成所有设备安装调试工作,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260724_27003513.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
广西交通职业技术学院,教育,广西交通职业技术学院新能源交通基础设施智能AI巡检技术研发与实训项目建设 品目,GXZC2026-J1-002402-GXZX,2026-07-31 09:30:00,采购标的：定制可拆卸模块化底盘、定制轨道基础结构2D+3D采集模块、定制定位定姿时统模块、实训装备配套内置采集软件；主要用途：用于新能源交通基础设施智能AI巡检技术研发与实训；核心需求：定制可拆卸模块化底盘1项、定制轨道基础结构2D+3D采集模块1项、定制定位定姿时统模块1项、实训装备配套内置采集软件1项；模块/标包：定制可拆卸模块化底盘、定制轨道基础结构2D+3D采集模块、定制定位定姿时统模块、实训装备配套内置采集软件,http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202607/t20260727_27016681.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
青海省湟源公路总段采购单位,其他,青海省湟源公路总段AI道路巡检设备采购 品目,北京中交询价（货物）2026-039,2026-07-31 09:00:00,采购标的：AI道路巡检设备（6套）；主要用途：用于公路路面AI自动化巡检；核心需求：完成6套AI道路巡检设备的供货、安装及调试、提供至少3个月的试运行期,http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202607/t20260724_27001201.htm,低,无明确匹配产品,匹配结论：与VZOOM财税大模型存在潜在关联（50分，依据：纳税），但未达到明确产品匹配阈值。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数50，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
上海市闵行区七宝镇城市运行管理中心,其他,七宝镇垃圾点位视频监控及智能分析系统服务 品目,前往官网确认,2026-07-31,采购标的：视频监控及智能分析系统服务；主要用途：用于七宝镇垃圾点位的视频监控和智能分析，提升管理效率；核心需求：提供视频监控功能、提供智能分析功能、服务期限为合同签订后1年,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260724_27001385.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
福建林业职业技术学院,教育,跨专业AIGC+动画捕捉系统实训室 品目,350701]HJGCZJ[XJ]2026001,2026-07-30 09:00:00,采购标的：跨专业AIGC+动画捕捉系统实训室所需的教学仪器等设备；主要用途：为学生提供实操场所，提升专业技能，培养创新实干人才，搭建科研平台，承接社会项目，展示教学成果，助力AI应用与发展；核心需求：合同签订后60天内供货、不允许进口产品、需满足询价文件及采购包技术需求；模块/标包：采购包1：跨专业AIGC+动画捕捉系统实训室,http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202607/t20260724_27003372.htm,前往官网确认,无明确匹配产品,匹配结论：本次采购为教学仪器及实训室建设，属硬件设备采购，未提出AI智能体、财税或AI中台等软件平台需求，VZOOM三款产品均无法基于采购原文匹配。；分产品说明：VZOOM企业级AI智能体：采购需求未体现AI智能体、Agent、Skill、智能问答等具体功能；VZOOM财税大模型：采购需求未体现财税相关业务或知识库需求；VZOOM AI中台：采购需求未体现模型平台、算力调度等中台能力,业务匹配度不是允许值
河北省盐山中学,教育,盐山中学数智化AI赋能教学量化与质量提升设备购置项目 招标方式：竞争性谈判,HB2026073600140002,2026-07-29 09:00:00,采购标的：数智化AI赋能教学量化与质量提升设备；主要用途：用于学校的教学量化与质量提升；核心需求：合同签订后30日历日内所有货物安装调试完毕并交付使用、满足政府采购法第二十二条规定、专门面向中小企业采购,https://www.ggzy.gov.cn/information/deal/html/b/130000/0201/20260723/00132fbd1101875a45f490e1966405006f5b.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
乌审旗教育体育局,其他,幼儿园户外体育器材+人工智能设备采购,ESZCWSS-X-H-260102,2026-07-29 09:00:00,采购标的：幼儿园户外体育器材及人工智能设备；主要用途：用于乌审旗教育体育局幼儿园的户外体育教学与人工智能启蒙,https://www.ggzy.gov.cn/information/deal/html/b/150000/0201/20260723/00156d406c447ec74ad28ca39cd86b91da96.html,前往官网确认,无明确匹配产品,匹配结论：采购标的以幼儿园户外体育器材为主，人工智能设备仅作为泛称出现，采购原文未提供任何人工智能设备的规格、功能或用途描述，核心需求为空，无法与VZOOM三个产品建立可核验的能力对应关系，故均不匹配。；分产品说明：VZOOM企业级AI智能体：采购需求未体现Agent、Skill、智能问答、知识库或流程自动化等能力要求；VZOOM财税大模型：采购需求未体现财税知识库、税务、会计等财税场景需求；VZOOM AI中台：采购需求未体现AI中台、模型服务、推理平台、统一数据治理等能力描述,业务匹配度不是允许值
河北省盐山中学采购单位,教育,盐山中学数智化AI赋能教学量化与质量提升设备购置项目 品目,2026-HBJJZB-0702,2026-07-29 09:00:00,采购标的：数智化AI赋能教学量化与质量提升设备；主要用途：用于教学量化与质量提升；核心需求：合同签订后30日历日内所有货物安装调试完毕并交付使用,http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202607/t20260723_26993918.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
